EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
QTR;QATAR AIRWAYS GROUP;ESTRANGEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;108811;0;0;0;0;2473880;1331780;0;23229;9;1331790000;0;0;0;958500;33,215;0
SAS;SCANDINAVIAN AIRLINES SYSTEM;ESTRANGEIRA;2021;1;EKCH;KASTRUP NEAR COPENHAGEN;;;ILHAS FEROÉ;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;46662;0;0;0;0;624300;485517;0;20810;2;485518000;0;0;0;60000;26,083;0
SAS;SCANDINAVIAN AIRLINES SYSTEM;ESTRANGEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EKCH;KASTRUP NEAR COPENHAGEN;;;ILHAS FEROÉ;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;35804;0;0;0;0;624300;372539;0;20810;2;372541000;0;0;0;60000;24,583;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;20102;0;0;0;0;53538;26111;13366;2598;2;26112500;0;0;0;41216;4,13333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;361440;0;39949;0;10025;2510;1;0;0;0;144;15916;3,41667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;282841;0;0;820533;571959;195047;40908;21;0;0;571968000;0;421223;61,6167;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;48;1;9022;9042;206608;44460;41040;627909;190489;176779;33345;39;7713810;7730910;179031000;52;734426;66,7;800
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;156240;0;17268;0;4950;1085;1;0;0;0;144;15916;1,83333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;207;0;0;0;0;722880;519570;79898;46156;22772;5020;2;0;0;0;288;31832;7;2864
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;110;0;0;0;0;445680;340450;49260;29080;12995;3095;1;0;0;0;144;15916;4,58333;1146
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;111;0;0;0;0;1155170;906486;127677;82087;36262;8022;3;0;0;0;432;47748;11,4167;2740
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;112;0;0;0;0;488160;379680;53955;32740;14356;3390;1;0;0;0;144;15916;4,91667;1258
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;118;0;0;0;0;475632;389754;52570;32947;14938;3303;1;0;0;0;144;15916;4,66667;1125
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;228;0;0;0;0;;;;;;;;;;;;;;2534
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;445680;0;49260;0;10842;3095;1;0;0;0;144;15916;4,8;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;2623;0;0;0;17451;0;4084;847;1;0;2221680;0;0;20604;1,41667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;7460;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;1150;0;0;0;10242;0;3218;497;1;0;571550;0;0;20608;1,23333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;5175;156017;0;0;321842;77529;101837;16401;33;0;3282680;77540400;0;647591;39,35;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;44140;0;0;390285;226353;101979;19180;20;0;0;226362000;0;406974;33,7;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;30726;0;6683;1624;1;0;0;0;0;18920;2,58333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;385056;0;42559;0;9777;2674;1;0;0;0;144;15916;3,68333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;65586;0;0;258842;46882;74331;14300;20;0;0;46894000;0;362038;27,9833;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;2530;0;0;0;16253;0;4641;907;1;0;2294710;0;0;17920;1,98333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;321408;254448;35524;21911;10742;2232;2;0;0;0;288;31832;3,91667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;488160;0;53955;0;12265;3390;1;0;0;0;144;15916;4,55;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1114;0;1;0;0;0;0;20604;0,466667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;44;1;0;0;0;138996;117612;35679;11814;9901;2673;1;0;0;0;52;13348;3,83333;1120
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;43;0;0;0;0;34996;28939;8983;3247;3342;673;1;0;0;0;52;13348;1,25;1600
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;35340;0;12747;1795;5;0;0;0;0;98449;5,85;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;55536;0;14254;0;5322;1068;2;0;0;0;104;26696;2,21667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;104;0;0;0;0;260064;187824;28744;14086;7550;1806;1;0;0;0;144;15916;2,66667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;27403;3720;6931;1330;1;0;0;3720010;0;20604;2,33333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;17970;0;0;0;0;53538;23342;12624;2598;2;23343000;0;0;0;41216;4,3;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;111262;0;0;785678;222154;165842;38960;20;0;0;222164000;0;403330;61,45;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;157;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;48268;0;9035;2697;1;0;0;0;0;17897;4,16667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;5582;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;415;0;0;15679;2563;4579;761;1;0;0;2563810;0;20604;1,33333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;18876;17424;4845;1638;2475;363;1;0;0;0;52;13348;0,916667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;44;1;0;0;0;138996;117612;35679;11320;10149;2673;1;0;0;0;52;13348;3,91667;935
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;1270;0;0;0;96714;0;18514;4694;2;0;2980690;0;0;41208;7,15;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;46;1;0;0;0;122044;107962;31327;10509;9010;2347;1;0;0;0;52;13348;3,41667;1028
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;95;1;0;0;0;333216;304380;85532;28374;25248;6408;2;0;0;0;104;26696;8,93333;1731
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;7938;122909;0;0;420694;124863;100370;20320;20;0;8065010;124876000;0;414084;34,2833;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;38;0;0;0;0;34996;25574;8983;2792;4827;673;1;0;0;0;52;13348;1,78333;1300
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;5969;0;2735;337;1;0;0;0;0;17713;1;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;202476;0;0;139004;71860;56142;6740;20;0;0;71867600;0;412516;19,2333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;163573;0;0;503391;377796;130941;24360;20;0;0;377803000;0;413304;40,5833;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;5206;0;0;258858;82177;73057;14300;20;0;0;82190000;0;362061;27,55;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;20401;0;4332;990;1;0;0;0;0;20608;1,76667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;11250;0;0;39546;21588;8540;1919;1;0;0;21588800;0;20608;2,8;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;1190;0;0;0;63951;0;15346;3236;4;0;962710;0;0;79052;6,25;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;17752;145063;0;0;565855;117347;160666;30742;38;0;14361400;117356000;0;699470;62,4;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;49;1;0;0;438316;44460;41895;658351;387783;183228;35055;41;0;0;383975000;52;770032;64,3667;800
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBV;BOA VISTA;RR;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;475632;0;52570;0;12376;3303;1;0;0;0;144;15916;3,91667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;131523;0;0;339081;157014;109852;17395;35;0;0;157034000;0;682283;38;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;109745;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;6792;0;2847;359;1;0;0;0;0;18920;0,966667;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;10777;;;;;;;;;;;;;;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;26780;24720;6874;2324;6807;515;1;0;0;0;52;13348;2,83333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;45;1;26510;0;65498;122044;105615;128041;72551;31436;7041;3;62219000;0;0;52;54556;10,4667;1028
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;40;88644;0;0;139271;79271;46731;6740;20;0;13480;79280600;0;413304;17,2833;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;69587;12735;157417;0;0;663164;272409;184775;35596;44;56295900;10302600;216134000;0;819757;67,6;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;4316;0;1107;0;1238;83;1;0;0;0;52;13348;0,583333;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;48;0;0;0;0;;;;;;;;;;;;;;914
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;171512;19600;468400;0;0;2735070;1344420;604578;138666;66;360347000;41179600;984108000;0;1301800;202,733;0
SID;SIDERAL LINHAS AÉREAS LTDA.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;17313;0;0;0;0;48037;40356;11634;2331;1;40356600;0;0;0;20608;3,5;0
